path,a1,a2,GT,pred
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tightsqueeze_0102.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tightsqueeze_0146.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0018.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0043.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0115.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0131.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0155.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0165.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0175.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0177.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0192.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0261.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0288.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0323.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0337.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0371.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0389.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0419.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0503.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_tinytits_0518.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_titfuck_0019.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_titfuck_0030.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_titfuck_0033.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TittyDrop_0002.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_toocuteforporn_0003.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0015.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0038.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0040.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0047.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0117.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0137.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0140.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0143.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0153.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0154.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0155.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0193.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0271.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0286.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0315.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0338.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0356.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0367.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0399.jpg,0,52.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0423.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0494.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_torpedotits_0542.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0050.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0055.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0107.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0148.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0241.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0340.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0370.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0383.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TotallyStraight_0413.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0005.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0015.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0060.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0078.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0100.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0140.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0179.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0192.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0277.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0280.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_traps_0301.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_trashyboners_0028.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_trashyboners_0036.jpg,0,43.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_trashyboners_0048.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_trashyboners_0060.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_trashyboners_0079.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0011.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0057.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0087.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0112.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0137.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0166.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0231.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0232.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0244.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0338.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0402.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0418.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0428.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0462.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0551.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0594.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_treesgonewild_0639.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0034.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0044.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0053.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0065.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0079.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0105.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0149.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0189.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0279.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_TributeMe_0298.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0112.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0178.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0218.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0236.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0243.jpg,0,19.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0263.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0320.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0370.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0399.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0468.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0479.jpg,0,34.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0518.jpg,0,19.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0572.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0603.jpg,0,37.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0604.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0649.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0657.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0664.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0672.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0686.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0691.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twingirls_0693.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0013.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0033.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0039.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0078.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0122.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0126.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0143.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0156.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0275.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0288.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0313.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0344.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0523.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0593.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0610.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0645.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0648.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0675.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0702.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0734.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0735.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0738.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0837.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0868.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_twinks_0908.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0005.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0015.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0051.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0058.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0078.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0099.jpg,0,1.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0145.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0160.jpg,0,34.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0198.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0213.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0244.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0248.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0254.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0274.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0293.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0341.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0356.jpg,0,19.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0380.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0393.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0397.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0417.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0422.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0424.jpg,0,19.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0425.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0429.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0455.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0464.jpg,0,19.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0530.jpg,0,10.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0555.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0582.jpg,0,1.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0623.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0670.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0703.jpg,0,1.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0706.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0719.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0740.jpg,0,31.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0818.jpg,0,37.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0827.jpg,0,22.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0880.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0922.jpg,0,13.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_unashamed_0925.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0030.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0032.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0052.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0058.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0108.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0161.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0206.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0222.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0377.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0434.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0439.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0483.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_uncommonposes_0512.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_upskirt_0019.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_upskirt_0022.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_upskirt_0081.jpg,0,1.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_upskirt_0099.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_upskirt_0165.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_virtualgeisha_0015.jpg,0,10.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_virtualgeisha_0016.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_virtualgeisha_0031.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_virtualgeisha_0050.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0037.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0083.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0090.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0096.jpg,0,40.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0126.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0148.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0171.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0213.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_voluptuous_0216.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WatchItForThePlot_0003.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WatchItForThePlot_0004.jpg,0,55.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0024.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0030.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0043.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0054.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0108.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0112.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0113.jpg,0,52.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0148.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0258.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0261.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0298.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0323.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0360.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0392.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0420.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0468.jpg,0,16.0,ADT,CHD
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0487.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingRingsShowing_0555.jpg,0,25.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingsGoneWild_0020.jpg,0,,ADT,UNDEFINED
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingsGoneWild_0023.jpg,0,28.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingsGoneWild_0057.jpg,0,34.0,ADT,ADT
H:\18612\TEST_PEDA_N_PEDO\porn_adult\P_WeddingsGoneWild_0068.jpg,0,16.0,ADT,CHD
